s_names,t_names,values
UserA,PV sys,0.0
UserA,National Grid EE,3.0
UserA,Storage EE,0.0
UserA,Gas Boiler,24.00000000136132
UserA,HP,0.0
UserA,AC,4.0
UserA,Storage HW,-8.129149007696348e-08
UserA,Radiators,14.999999999999996
UserA,Floor heating,0.0
UserA,Induction stove,0.0
UserA,Gas stove,3.999999999999999
UserA,Gas National Grid,1.0
UserB,PV sys,-3.1526096066793583e-09
UserB,National Grid EE,3.0
UserB,Storage EE,0.0
UserB,Gas Boiler,24.000000157246063
UserB,HP,-5.4105927831309066e-08
UserB,AC,4.000000030917674
UserB,Storage HW,0.0
UserB,Radiators,26.9999999214248
UserB,Floor heating,6.111404086327797e-08
UserB,Induction stove,0.0
UserB,Gas stove,4.0
UserB,Gas National Grid,2.0
UserC,PV sys,0.0
UserC,National Grid EE,3.0
UserC,Storage EE,0.0
UserC,Gas Boiler,24.0
UserC,HP,0.0
UserC,AC,4.0
UserC,Storage HW,0.0
UserC,Radiators,39.0
UserC,Floor heating,0.0
UserC,Induction stove,0.0
UserC,Gas stove,4.0
UserC,Gas National Grid,2.0
UserD,PV sys,-2.466220182052377e-09
UserD,National Grid EE,3.9999999979618543
UserD,Storage EE,6.114437361432151e-09
UserD,Gas Boiler,23.999999933945805
UserD,HP,-2.252136910294028e-08
UserD,AC,4.000000012869354
UserD,Storage HW,0.0
UserD,Radiators,50.99999996088138
UserD,Floor heating,3.221532384758104e-08
UserD,Induction stove,0.0
UserD,Gas stove,4.0
UserD,Gas National Grid,2.0
