s_names,t_names,values
UserA,PV sys,0.0
UserA,National Grid EE,3.0
UserA,Storage EE,0.0
UserA,Gas Boiler,24.0
UserA,HP,0.0
UserA,AC,4.0
UserA,Storage HW,0.0
UserA,Radiators,15.0
UserA,Floor heating,0.0
UserA,Induction stove,0.0
UserA,Gas stove,4.0
UserA,Gas National Grid,1.0
UserB,PV sys,0.0
UserB,National Grid EE,3.0
UserB,Storage EE,0.0
UserB,Gas Boiler,24.0
UserB,HP,0.0
UserB,AC,4.0
UserB,Storage HW,0.0
UserB,Radiators,27.0
UserB,Floor heating,0.0
UserB,Induction stove,0.0
UserB,Gas stove,4.0
UserB,Gas National Grid,2.0
UserC,PV sys,0.0
UserC,National Grid EE,3.0
UserC,Storage EE,0.0
UserC,Gas Boiler,24.0
UserC,HP,0.0
UserC,AC,4.0
UserC,Storage HW,0.0
UserC,Radiators,39.0
UserC,Floor heating,0.0
UserC,Induction stove,0.0
UserC,Gas stove,4.0
UserC,Gas National Grid,2.0
UserD,PV sys,1.3831781711100207e-10
UserD,National Grid EE,4.0
UserD,Storage EE,0.0
UserD,Gas Boiler,24.000000016347073
UserD,HP,-3.6814507843299015e-08
UserD,AC,4.000000021036861
UserD,Storage HW,0.0
UserD,Radiators,50.99999996533748
UserD,Floor heating,2.8545594306402773e-08
UserD,Induction stove,-5.142794513866846e-09
UserD,Gas stove,4.000000015939644
UserD,Gas National Grid,2.0
